TOTAL_QUANTITY,PRACTICE_NAME,PCO_NAME,CHEMICAL_SUBSTANCE_BNF_DESCR,YEAR_MONTH,BNF_DESCRIPTION
60.0,BROOKDALE SURGERY,NORTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 9.5mg/24hours transdermal patches
84.0,NORTHERN MOOR MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 16mg modified-release capsules
56.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
56.0,WOODLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
30.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.6mg/24hours transdermal patches
28.0,NURSING HOME PROJECT TEAM (SOUTH),SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
84.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
28.0,CHORLTON FAMILY PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
28.0,VALENTINE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201404,Erastig 9.5mg/24hours transdermal patches
28.0,WELLFIELD MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
35.0,THE WHITSWOOD PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 3mg capsules
56.0,LEVENSHULME MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
84.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg orodispersible tablets sugar free
4.0,GTD HEALTHCARE GP SERVICE OOH,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
28.0,KAYA PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 1.5mg capsules
56.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
448.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
30.0,BURNAGE HEALTHCARE PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.6mg/24hours transdermal patches
28.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
63.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 16mg modified-release capsules
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
28.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 9.5mg/24hours transdermal patches
28.0,CHEETHAM HILL PRIMARY CARE CENTRE,NORTH MANCHESTER CCG,Galantamine,201404,Galantamine 8mg modified-release capsules
56.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
392.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
28.0,BUCCLEUCH LODGE ICF,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
56.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 3mg capsules
28.0,MERSEYBANK SURGERY,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 9.5mg/24hours transdermal patches
28.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg orodispersible tablets sugar free
50.0,FERNCLOUGH SURGERY,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg/ml oral solution sugar free
56.0,DIDSBURY MEDICAL CENTRE- DR ASHWORTH,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
56.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
28.0,MAULDETH MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
56.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
35.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
7.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
35.0,WILMSLOW ROAD SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
252.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
100.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg/ml oral solution sugar free
60.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.6mg/24hours transdermal patches
30.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 9.5mg/24hours transdermal patches
28.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
28.0,WELLFIELD MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201404,Galantamine 24mg modified-release capsules
98.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
56.0,NURSING HOME PROJECT TEAM (SOUTH),SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 1.5mg capsules
28.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
15.0,WOODLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.6mg/24hours transdermal patches
196.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
56.0,SURREY LODGE PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
28.0,THE WHITSWOOD PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 1.5mg capsules
140.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
30.0,WILLOWBANK SURGERY,NORTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 9.5mg/24hours transdermal patches
28.0,LEVENSHULME MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
84.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
112.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.6mg/24hours transdermal patches
63.0,MAULDETH MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
56.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
30.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.6mg/24hours transdermal patches
56.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
42.0,DAVID MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
28.0,DR KHAN'S PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
55.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
56.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
28.0,CHARLESTOWN MD,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
112.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
60.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.6mg/24hours transdermal patches
56.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 8mg modified-release capsules
28.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 1.5mg capsules
336.0,FLORENCE HOUSE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
42.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
56.0,FLORENCE HOUSE MEDICAL PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
42.0,NEW ISLINGTON MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
112.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 3mg capsules
56.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
10.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
84.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
105.0,WOODLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.6mg/24hours transdermal patches
56.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
56.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 6mg capsules
112.0,CHORLTON FAMILY PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
63.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
112.0,THE NEVILLE FAMILY CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
56.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 24mg modified-release capsules
28.0,"DR CHIU, KOH AND GAN",CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
84.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
28.0,SURREY LODGE PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
35.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 16mg modified-release capsules
42.0,BEACON MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
28.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
28.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 16mg modified-release capsules
30.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Rivastigmine,201404,Exelon 9.5mg/24hours transdermal patches
21.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
112.0,NORTHERN MOOR MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
100.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg/ml oral solution sugar free
112.0,CORNBROOK MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.5mg capsules
84.0,BODEY MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
28.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
35.0,CORKLAND ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Galantamine,201404,Galantamine 16mg modified-release capsules
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 3mg capsules
56.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.5mg capsules
56.0,DR CUNNINGHAM & PARTNERS,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
28.0,WEST GORTON MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Ebixa tablets treatment initiation pack
56.0,THE WHITSWOOD PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.5mg capsules
56.0,THE ROBERT DARBISHIRE PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
56.0,WEST GORTON MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
112.0,WHITLEY ROAD MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
28.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201404,Galantamine 16mg modified-release capsules
56.0,SIMPSON MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
56.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 6mg capsules
168.0,DROYLSDEN RD FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
28.0,DIDSBURY MEDICAL CENTRE- DR ASHWORTH,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
84.0,DAVID MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.5mg capsules
30.0,MOUNT ROAD SURGERY,CENTRAL MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 9.5mg/24hours transdermal patches
56.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
56.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
56.0,CORNISHWAY GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 1.5mg capsules
56.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
28.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 8mg modified-release capsules
56.0,OSWALD ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 3mg capsules
30.0,BROOKLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Exelon 4.6mg/24hours transdermal patches
112.0,BURNAGE HEALTHCARE PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
84.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
168.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
35.0,LIME SQUARE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
28.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
56.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 6mg capsules
56.0,NEW COLLEGIATE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
56.0,MP VICTORIA MILL,NORTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 3mg capsules
28.0,THE PARK MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 16mg modified-release capsules
63.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
84.0,WILBRAHAM SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
100.0,HAZELDENE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg/ml oral solution sugar free
28.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.6mg/24hours transdermal patches
28.0,ASHCROFT SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
28.0,RK MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
56.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 1.5mg capsules
252.0,THE RANGE MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
28.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.6mg/24hours transdermal patches
56.0,NURSING HOME PROJECT TEAM (SOUTH),SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
56.0,BENCHILL MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
56.0,TREGENNA GROUP PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 16mg modified-release capsules
28.0,THE DOC'S SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
21.0,CORKLAND ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
28.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg orodispersible tablets sugar free
28.0,DICKENSON ROAD MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
168.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
168.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 3mg capsules
105.0,WOODLANDS MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
140.0,ASHCROFT SURGERY,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
28.0,DR CHEN & DAVIS,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
140.0,THE NEVILLE FAMILY CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
84.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
84.0,PARK VIEW MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
28.0,PARK VIEW MEDICAL CENTRE,NORTH MANCHESTER CCG,Galantamine,201404,Galantamine 16mg modified-release capsules
60.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 9.5mg/24hours transdermal patches
84.0,SIMPSON MEDICAL PRACTICE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
56.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 1.5mg capsules
336.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
30.0,OSWALD ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 9.5mg/24hours transdermal patches
35.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 8mg modified-release capsules
56.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 6mg capsules
70.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
28.0,DAVID MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201404,Reminyl XL 16mg capsules
28.0,DAVID MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
28.0,OSWALD ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
112.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
28.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
168.0,KINGSWAY MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
112.0,CHEETHAM HILL PRIMARY CARE CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
112.0,CORNERSTONE FAMILY PRACTICE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
35.0,DAM HEAD MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
140.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
112.0,NEWTON HEATH MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
84.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 16mg modified-release capsules
28.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
70.0,THE MAPLES MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
84.0,WILBRAHAM SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
56.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 1.5mg capsules
14.0,THE ARCH MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Galantamine,201404,Galantamine 16mg modified-release capsules
70.0,BOWLAND MEDICAL PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 16mg modified-release capsules
28.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.5mg capsules
30.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 4.6mg/24hours transdermal patches
84.0,CORKLAND ROAD MEDICAL PRACTICE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
100.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg/ml oral solution sugar free
56.0,EASTLANDS MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg orodispersible tablets sugar free
28.0,BARLOW MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 8mg tablets
84.0,THE ALEXANDRA PRACTICE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
21.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
84.0,ASHVILLE SURGERY,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
84.0,NORTHENDEN GROUP PRACTICE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 16mg modified-release capsules
56.0,BROOKDALE SURGERY,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
56.0,WELLFIELD MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
56.0,THE BORCHARDT MEDICAL CENTRE,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 8mg tablets
14.0,PEEL HALL MEDICAL CENTRE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 1.5mg capsules
28.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 20mg tablets
150.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg/ml oral solution sugar free
133.0,THE AVENUE MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
56.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 5mg tablets
50.0,ST GEORGE'S MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg/ml oral solution sugar free
28.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Galantamine,201404,Galantamine 8mg modified-release capsules
168.0,DIDSBURY MEDICAL CENTRE - DR WHITAKER,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
30.0,CHARLESTOWN MD,NORTH MANCHESTER CCG,Rivastigmine,201404,Rivastigmine 9.5mg/24hours transdermal patches
30.0,LADYBARN GROUP PRACTICE,SOUTH MANCHESTER CCG,Rivastigmine,201404,Exelon 4.6mg/24hours transdermal patches
35.0,FALLOWFIELD MEDICAL CENTRE,SOUTH MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
50.0,CONRAN MEDICAL CENTRE,NORTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg/ml oral solution sugar free
224.0,GORTON MEDICAL CENTRE,CENTRAL MANCHESTER CCG,Donepezil hydrochloride,201404,Donepezil 10mg tablets
84.0,DIDSBURY MEDICAL CENTRE- DR ASHWORTH,SOUTH MANCHESTER CCG,Memantine hydrochloride,201404,Memantine 10mg tablets
